imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384258083713852e-07, 1732917603031937064, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384244441278318e-07, 1732917603081833732, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842393524371353e-07, 1732917603131819630, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384235157577387e-07, 1732917603177811829, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384235157577387e-07, 1732917603221778526, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842363011357767e-07, 1732917603292865136, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384236650770871e-07, 1732917603337338868, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842377876405647e-07, 1732917603381081411, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842393855185433e-07, 1732917603431827796, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384238248648776e-07, 1732917603481890869, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384238715413507e-07, 1732917603532845295, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842401563985276e-07, 1732917603577793188, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842412932683135e-07, 1732917603621782748, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384242693702135e-07, 1732917603721353899, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384244942288018e-07, 1732917603831832303, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842419359309306e-07, 1732917603932816758, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384241198059121e-07, 1732917604021783404, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842422855377264e-07, 1732917604121285594, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842364186773e-07, 1732917604231840660, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384228408583644e-07, 1732917604332810381, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842296555836385e-07, 1732917604422831000, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842299077343254e-07, 1732917604521114172, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842282475310754e-07, 1732917604631826696, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842284325314874e-07, 1732917604728858105, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384228815302843e-07, 1732917604821809043, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842267062823384e-07, 1732917604938077627, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.384226460481523e-07, 1732917605031849927, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842291013734444e-07, 1732917605129819738, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842295583230703e-07, 1732917605221800336, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.3842267633950606e-07, 1732917605321146486, 
2.0556537805305197e-08, -2.417645283969705e-08, 2.38421848097424e-07, 1732917605431829181, 
